"X1","X2","Y"
2.90716256424844,1.30297695257909,0
2.1448768896077,2.88955759912534,0
0.235469262855843,3.08549377611424,0
-0.457432502742585,1.19801618724712,0
-0.0934688809447211,1.14377360239463,0
1.29524121849255,1.00163657338884,0
1.00688594231341,1.58910962380138,0
2.15741088552627,-0.772907162473437,0
3.13463789061004,0.596844691128123,0
1.23784461314741,0.979408503802633,0
-0.285127356865608,1.15726493639812,0
1.03482724672284,1.0714548170834,0
2.57029534239742,0.779254245832034,0
1.15801005093588,2.59805550407193,0
0.254200528151088,1.10968454059005,0
-0.0688029661677509,2.50053464476085,0
-0.627437928860251,1.71427219341549,0
-0.0685816386189504,1.5839439105926,0
0.974160293573409,1.93748183338878,0
1.31957638666616,-0.319054124636532,0
0.42511878227765,-0.258413281192645,0
-0.151900001007145,1.90276268591107,0
1.0870685345575,-0.571626691002801,0
0.929819246298339,1.2885552645171,0
-1.9983040143072,-0.267503000300916,0
-0.223994909969969,-1.18544109271212,0
0.00292522736842216,1.54481624007063,0
1.33571389605479,0.487287561283941,0
2.29534374270385,-0.197221660797728,0
1.32775994407113,2.52188835000897,0
0.847954788478728,1.14745666150477,0
0.0410541483659658,-0.869285312319295,0
2.8582198358107,0.214743159006613,0
-0.574764702983431,1.87483803087842,0
0.601852028926707,1.51993511978677,0
1.9686850260358,-0.206177299351753,0
1.67118912079689,1.31831066139913,0
1.67889103652314,0.372151195931192,0
0.826038683129278,0.634987791555836,0
1.78902924642744,-0.00336687355528875,0
-1.01358632738333,0.468645678685494,0
0.731049005194506,1.37049567270625,0
2.42162524149251,2.49671896849516,0
3.29364889587613,-0.00962124479649273,0
-0.497465541051028,0.059808686496304,0
-0.0800499495834923,-0.252730720301207,0
-0.762525260870297,1.03520048888732,0
1.43779059505068,0.513835878185844,0
1.34435144535209,2.56034933067064,0
0.595964242999847,0.468865272137389,0
0.522088346897822,0.276944354921048,0
1.17561361732339,1.26155436397545,0
1.79188744530053,-1.19252369845769,0
